"uuid"	"title"	"abstract"
"f02a0500-88fd-11da-a88f-000d939bc5d8"	"Vegetation map of Malaysia"	"Vegetation map of Malaysia"
"bf89fbb2-7d38-46b1-b719-71c2c91b3fa4"	"Carta dos solos de Mazambique"	"Mapa Mundial de Solos - Carta dos solos de Mazambique (4 000 000)"
"dac88a10-88fd-11da-a88f-000d939bc5d8"	"Generalized agro-climatic suitability for rainfed production; Aptidao agro-climatico generalizado para producao de culturas em sequeiro"	"Include:
High level of inputs & low level of inputs, Maize, Sorghum, Pearl Millet, Wheat   (Sheet 1),
High level of inputs & low level of inputs: Soybean, Groundnuts, Cassava, Cotton  (Sheet 2)."
"d921b7e0-88fd-11da-a88f-000d939bc5d8"	"Mapa de uso da terra; land use map (Mozambique)"	"Land use map"
"da88e900-88fd-11da-a88f-000d939bc5d8"	"Map of dominant slope classes; Carta de classes de declive, Angonia"	"only legend sheet"
"d02c5280-88fd-11da-a88f-000d939bc5d8"	"Soil resources inventory (Mozambique)"	"Soil resources inventory"
"e8fe6320-88fd-11da-a88f-000d939bc5d8"	"Geological map of the Damara Orogen (Namibia)"	"(Sheets 1 & 2)"
"e8fe6320-88fd-11da-a88f-000d939bc5d8"	"Geological map of the Damara Orogen (Namibia)"	"(Sheets 1 & 2)"
"db5f99f0-88fd-11da-a88f-000d939bc5d8"	"Land types (Namibia)"	"Land types (Sheets 2)"
"ff2fcb13-76ae-46fc-a872-1e8eb715edd5"	"Land Use of Namibia"	"Remote sensing Centre of the FAO â Project AG-DP NAM 83/003 (2 000 000)"
"e911c410-88fd-11da-a88f-000d939bc5d8"	"Namibia Geological map 1980 (Namibia)"	"(Reprinted 1990) (4 sheets)"
"e911c410-88fd-11da-a88f-000d939bc5d8"	"Namibia Geological map 1980 (Namibia)"	"(Reprinted 1990) (4 sheets)"
"e911c410-88fd-11da-a88f-000d939bc5d8"	"Namibia Geological map 1980 (Namibia)"	"(Reprinted 1990) (4 sheets)"
"e911c410-88fd-11da-a88f-000d939bc5d8"	"Namibia Geological map 1980 (Namibia)"	"(Reprinted 1990) (4 sheets)"
"e913e6f0-88fd-11da-a88f-000d939bc5d8"	"South-West Africa-Namibia: Groundwater quality map - Fluoride Concentration"	"Include:
Groundwater quality map, Fluoride Concentration range (4 sheets)"
"e913e6f0-88fd-11da-a88f-000d939bc5d8"	"South-West Africa-Namibia: Groundwater quality map - Fluoride Concentration"	"Include:
Groundwater quality map, Fluoride Concentration range (4 sheets)"
"e913e6f0-88fd-11da-a88f-000d939bc5d8"	"South-West Africa-Namibia: Groundwater quality map - Fluoride Concentration"	"Include:
Groundwater quality map, Fluoride Concentration range (4 sheets)"
"e913e6f0-88fd-11da-a88f-000d939bc5d8"	"South-West Africa-Namibia: Groundwater quality map - Fluoride Concentration"	"Include:
Groundwater quality map, Fluoride Concentration range (4 sheets)"
"57a929a1-f4db-4894-a06f-5fd3b3ea837c"	"South-West Africa-Namibia: Groundwater quality map - Nitrate Nitrogen Concentration"	"Include:
Groundwater quality map, Nitrate Nitrogen Concentration range (4 sheets)"
"57a929a1-f4db-4894-a06f-5fd3b3ea837c"	"South-West Africa-Namibia: Groundwater quality map - Nitrate Nitrogen Concentration"	"Include:
Groundwater quality map, Nitrate Nitrogen Concentration range (4 sheets)"
"57a929a1-f4db-4894-a06f-5fd3b3ea837c"	"South-West Africa-Namibia: Groundwater quality map - Nitrate Nitrogen Concentration"	"Include:
Groundwater quality map, Nitrate Nitrogen Concentration range (4 sheets)"
"57a929a1-f4db-4894-a06f-5fd3b3ea837c"	"South-West Africa-Namibia: Groundwater quality map - Nitrate Nitrogen Concentration"	"Include:
Groundwater quality map, Nitrate Nitrogen Concentration range (4 sheets)"
"a8937476-603e-43e3-921f-a2d032db89ad"	"South-West Africa-Namibia: Groundwater quality map - Sulphate Concentration"	"Include:
Groundwater quality map, Sulphate Concentration range (4 sheets)"
"a8937476-603e-43e3-921f-a2d032db89ad"	"South-West Africa-Namibia: Groundwater quality map - Sulphate Concentration"	"Include:
Groundwater quality map, Sulphate Concentration range (4 sheets)"
"a8937476-603e-43e3-921f-a2d032db89ad"	"South-West Africa-Namibia: Groundwater quality map - Sulphate Concentration"	"Include:
Groundwater quality map, Sulphate Concentration range (4 sheets)"
"a8937476-603e-43e3-921f-a2d032db89ad"	"South-West Africa-Namibia: Groundwater quality map - Sulphate Concentration"	"Include:
Groundwater quality map, Sulphate Concentration range (4 sheets)"
"0afa9e86-8e03-4963-92d2-9ae0c39f89e6"	"South-West Africa-Namibia: Groundwater quality map - Total dissolved solids Concentration"	"Include:
Groundwater quality map, Total dissolved solids Concentration range (4 sheets)"
"0afa9e86-8e03-4963-92d2-9ae0c39f89e6"	"South-West Africa-Namibia: Groundwater quality map - Total dissolved solids Concentration"	"Include:
Groundwater quality map, Total dissolved solids Concentration range (4 sheets)"
"0afa9e86-8e03-4963-92d2-9ae0c39f89e6"	"South-West Africa-Namibia: Groundwater quality map - Total dissolved solids Concentration"	"Include:
Groundwater quality map, Total dissolved solids Concentration range (4 sheets)"
"0afa9e86-8e03-4963-92d2-9ae0c39f89e6"	"South-West Africa-Namibia: Groundwater quality map - Total dissolved solids Concentration"	"Include:
Groundwater quality map, Total dissolved solids Concentration range (4 sheets)"
"a1548aa7-dc30-4ae6-b9a7-b2424707d004"	"Carte pédologique des alluvions du Gorouol-Beli (Niger)"	"Include:
Carte pédologique des alluvions du Gorouol-Beli"
"2faa7301-0fed-408f-aa0f-0951255f005a"	"Carte pédologique du bassin du Gorouol-Beli (Niger)"	"Include:
Carte pédologique du Gorouol-Beli"
"f392ab70-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique du périmètre d'irrigation d'Adouna (Niger)"	"Carte pédologique du périmètre d'irrigation d'Adouna"
"f36dbe50-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique du périmètre d'irrigation de Keita (Niger)"	"Carte pédologique du périmètre d'irrigation de Keita"
"f394f560-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique du périmètre d'irrigation de Taboye (Niger)"	"Carte pédologique du périmètre d'irrigation de Taboye"
"f3834220-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique, plaine de Koulou (Niger)"	"Carte pédologique, plaine de Koulou"
"f38516e0-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique, plaine de Say (Niger)"	"Carte pédologique, plaine de Say"
"f38516e0-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique, plaine de Say (Niger)"	"Carte pédologique, plaine de Say"
"a1ebd432-3a13-4dd0-abb9-6b98756d4cfe"	"Cartes pédologiques des études semi-détaillées et détaillées, Dallol Maouri (Feuille 3 - Niger)"	"Include:
Carte pédologique des regions de Guerza et de Lagere (Feuille 3) - (400000)"
"2b652fe0-a0df-44aa-8dc4-cf412d7aace1"	"Cartes pédologiques des études semi-détaillées et détaillées, Dallol Maouri (Feuille 4 - Niger)"	"Include:
Carte pédologique des régions du Dallol Tuli et de Kiese (Feuille 4) - (1:25000)"
"a1a35f74-647b-42ba-bd3e-cf9513509a54"	"Cartes pédologiques des études semi-détaillées et détaillées, Dallol Maouri (Feuille 5 - Niger)"	"Include:
Carte pédologique des régions de Fadama et de Guecheme (Feuille 5) - (1:25000)"
"5df35631-b42d-460d-85cb-f12dac94cb10"	"Cartes pédologiques des études semi-détaillées et détaillées, Dallol Maouri (Feuille 6 - Niger)"	"Include:
Carte pédologique de la région nord de Gaya  (Feuille 6) - (1:25000)"
"ca546f87-5b35-4f19-b089-262e4d5634d4"	"Cartes pédologiques des études semi-détaillées et détaillées, Dallol Maouri (Feuille 7 - Niger)"	"Include:
Carte pédologique de la région sud de Gaya (Feuille 7) - (1:25000)"
"a5a2b16d-f949-4145-8a6c-489c3cecd36c"	"Cartes pédologiques des études semi-détaillées et détaillées, Dallol Maouri (Feuille 8 - Niger)"	"Include:
Ferme pilote du Dallol Tuli;  Ferme pilote de Bengou; Ferme pilote de Fadama (Feuille 8)  (1:5000)"
"e7a73790-88fd-11da-a88f-000d939bc5d8"	"Afrika Kartenwerk Series W (West Africa) - Nigeria, Cameroon"	"Coverage: Nigeria, Cameroon (incomplete coverage)
Include:
Pedology (Folster, H) (Sheet W-4);
Settlement geography (Grenzebach, K.) (W-9)"
"f3cc3200-88fd-11da-a88f-000d939bc5d8"	"Anambra-Do Rivers area (Nigeria)"	"DPS-Misc 252 a & b.
Include:
Land Use and Vegetation map"
"616aabd1-89f0-4b59-88a9-9ba192d3e6dc"	"Composite Soil Association Map (Provisional) Western Nigeria"	"Composite Soil Association Map (Provisional) Western Nigeria (1 000 000)"
"f1634850-88fd-11da-a88f-000d939bc5d8"	"Map of Nigeria showing agricultural products"	"Map of Nigeria showing agricultural products"
"f3b575b0-88fd-11da-a88f-000d939bc5d8"	"Mokwa-Kainji-Kontagora (Nigeria)"	"Mokwa-Kainji-Kontagora"
"f3b379e0-88fd-11da-a88f-000d939bc5d8"	"Niger dams resettlement project (Nigeria)"	"Include:
Soils
Niger west bank area
General geomorphology & geomorphological units (9-6311-63)
Land use  (20-6422-64)"
"3178e539-8d8e-46ed-829a-4343735639d7"	"Nigeria-soils 1:250 000 series (Biu Plateau - Sheet 133)"	"Include:
Biu Plateau  (Sh. 133 (w. part of 134) (DOS 3038-A)"
"bb633091-41ff-4b8b-aed5-6f53b2c9a68b"	"Nigeria-soils 1:250 000 series (Biu Plateau - Sheet 154)"	"Include:
Biu Plateau  (Sh. 154 (w. part of 155) (DOS-3038-B)"
"9da7dd83-1e2e-41f1-ad7e-5fedc588b0f0"	"Nigeria-soils 1:250 000 series (Biu - Sheet 37)"	"Include: 
Biu (Sh. 37 (DOS-3039-A)"
"06121b15-b092-4903-ac59-bc51884df03c"	"Nigeria-soils 1:250 000 series (Maiduguri - Sheet 27)"	"Include:
Maiduguri  (Sh. 27 (DOS 3070)"
"6f0af72d-2225-46c5-a047-32cefb557241"	"Nigeria-soils 1:250 000 series (Mubi - Sheet 38)"	"Include:
Mubi  (Sh. 38 (DOS-3039-B)"
"df8eebc0-88fd-11da-a88f-000d939bc5d8"	"Soil map (1st ed.) (Nigeria)"	"Soil map (1st ed.)"
"80b09437-ff84-4280-8cf0-d76b5a511b9c"	"Soil map, Hadejia River Basin: Land Use and Water Resources Study (Nigeria)"	"Include:
Soil map"
"f817d5af-26f9-434a-a632-e07874ea3252"	"Soil Resources of Nigeria"	"Map of present productivity of soils
(Based on natural fertility of soils and on the use of traditional agricultural practices (5 000 000)"
"7bbe8781-48fd-431e-baeb-c5b4ce8c17d6"	"Soils (Banowa - Nigeria)"	"Include:
Part of Banowa  (Sh. 24)"
"06d41c1d-b7f9-4525-b731-160618104426"	"Soils (Dikwa Mongonu - Nigeria)"	"Include:
Dikwa Mongonu (Sh.68)"
"f3b74a70-88fd-11da-a88f-000d939bc5d8"	"Soils (Dikwa Ngala - Nigeria)"	"Include:
Dikwa Ngala (Sh. 69)"
"7048a9e3-012c-4363-8aa5-e8ad1ac22aca"	"Soils (Gashagar - Nigeria)"	"Include:
Part of Gashagar (Sh. 23)"
"ecc7c730-88fd-11da-a88f-000d939bc5d8"	"Soils Map of Nigeria"	"Soils Map of Nigeria"
"26d5df23-0bce-4b8a-a8eb-667c36dd84ef"	"Soils map of Nigeria - 8 sheets"	"Soils map of Nigeria (8 Sheets)"
"26d5df23-0bce-4b8a-a8eb-667c36dd84ef"	"Soils map of Nigeria - 8 sheets"	"Soils map of Nigeria (8 Sheets)"
"26d5df23-0bce-4b8a-a8eb-667c36dd84ef"	"Soils map of Nigeria - 8 sheets"	"Soils map of Nigeria (8 Sheets)"
"26d5df23-0bce-4b8a-a8eb-667c36dd84ef"	"Soils map of Nigeria - 8 sheets"	"Soils map of Nigeria (8 Sheets)"
"26d5df23-0bce-4b8a-a8eb-667c36dd84ef"	"Soils map of Nigeria - 8 sheets"	"Soils map of Nigeria (8 Sheets)"
"26d5df23-0bce-4b8a-a8eb-667c36dd84ef"	"Soils map of Nigeria - 8 sheets"	"Soils map of Nigeria (8 Sheets)"
"26d5df23-0bce-4b8a-a8eb-667c36dd84ef"	"Soils map of Nigeria - 8 sheets"	"Soils map of Nigeria (8 Sheets)"
"26d5df23-0bce-4b8a-a8eb-667c36dd84ef"	"Soils map of Nigeria - 8 sheets"	"Soils map of Nigeria (8 Sheets)"
"3faa655f-4029-489b-ba74-f05622c39bed"	"Soil suitability for irrigation, Hadejia River Basin: Land Use and Water Resources Study (Nigeria)"	"Include:
Soil suitability for irrigation"
"69cb36bf-c101-4572-8257-767cc61d56f1"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Geology - Nicaragua)"	"Include:
Geology (L9-T9(2 p)); Description of the mapping units"
"69cb36bf-c101-4572-8257-767cc61d56f1"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Geology - Nicaragua)"	"Include:
Geology (L9-T9(2 p)); Description of the mapping units"
"69cb36bf-c101-4572-8257-767cc61d56f1"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Geology - Nicaragua)"	"Include:
Geology (L9-T9(2 p)); Description of the mapping units"
"9bfe4bb3-23f7-48e7-9c34-16933e3302ad"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Land potential - Nicaragua)"	"Include:
Land potential (L18-T18); Description of the mapping units"
"9bfe4bb3-23f7-48e7-9c34-16933e3302ad"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Land potential - Nicaragua)"	"Include:
Land potential (L18-T18); Description of the mapping units"
"9bfe4bb3-23f7-48e7-9c34-16933e3302ad"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Land potential - Nicaragua)"	"Include:
Land potential (L18-T18); Description of the mapping units"
"3ab60af6-f6b4-405b-98de-2faa3847067a"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Land use - Nicaragua)"	"Include:
Land use (L17-T17); Description of the mapping units"
"3ab60af6-f6b4-405b-98de-2faa3847067a"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Land use - Nicaragua)"	"Include:
Land use (L17-T17); Description of the mapping units"
"d1106795-4e39-42c3-ac3a-d0e4fc11d7ee"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Rock types - Nicaragua)"	"Include:
Rock types (L10-T 10(2 p.)); Description of the mapping units"
"d1106795-4e39-42c3-ac3a-d0e4fc11d7ee"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Rock types - Nicaragua)"	"Include:
Rock types (L10-T 10(2 p.)); Description of the mapping units"
"d1106795-4e39-42c3-ac3a-d0e4fc11d7ee"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Rock types - Nicaragua)"	"Include:
Rock types (L10-T 10(2 p.)); Description of the mapping units"
"e4d7e5c3-170a-4134-a006-216eb193441a"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Soils Agricultural - Nicaragua)"	"Include:
Soils - Agricultural (L5-T5 (1 p.)); Description of the mapping units"
"e4d7e5c3-170a-4134-a006-216eb193441a"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Soils Agricultural - Nicaragua)"	"Include:
Soils - Agricultural (L5-T5 (1 p.)); Description of the mapping units"
"dc3d6bf0-8bfa-4e72-8502-202524b99dc0"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Soils Engineering - Nicaragua)"	"Include:
Soils-Engineering (L13-T13(5 p.)); Description of the mapping units"
"dc3d6bf0-8bfa-4e72-8502-202524b99dc0"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Soils Engineering - Nicaragua)"	"Include:
Soils-Engineering (L13-T13(5 p.)); Description of the mapping units"
"dc3d6bf0-8bfa-4e72-8502-202524b99dc0"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Soils Engineering - Nicaragua)"	"Include:
Soils-Engineering (L13-T13(5 p.)); Description of the mapping units"
"dc3d6bf0-8bfa-4e72-8502-202524b99dc0"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Soils Engineering - Nicaragua)"	"Include:
Soils-Engineering (L13-T13(5 p.)); Description of the mapping units"
"dc3d6bf0-8bfa-4e72-8502-202524b99dc0"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Soils Engineering - Nicaragua)"	"Include:
Soils-Engineering (L13-T13(5 p.)); Description of the mapping units"
"dc3d6bf0-8bfa-4e72-8502-202524b99dc0"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Soils Engineering - Nicaragua)"	"Include:
Soils-Engineering (L13-T13(5 p.)); Description of the mapping units"
"b2ff6813-7fbd-435f-b218-7f6f0eb78d60"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (State of ground - Nicaragua)"	"Include:
State of ground (L8-T8); Description of the mapping units"
"b2ff6813-7fbd-435f-b218-7f6f0eb78d60"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (State of ground - Nicaragua)"	"Include:
State of ground (L8-T8); Description of the mapping units"
"00449e2f-d622-46c3-bb55-c4f04113b82e"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Vegetation - Nicaragua)"	"Include:
Vegetation (L6-T6); Description of the mapping units"
"00449e2f-d622-46c3-bb55-c4f04113b82e"	"Inventario Nacional de Recursos Fisicos; National Inventory of Physical Resources (Vegetation - Nicaragua)"	"Include:
Vegetation (L6-T6); Description of the mapping units"
"e106beb0-88fd-11da-a88f-000d939bc5d8"	"Mapa ecologico de Nicaragua con la clave de clasificacion de vegetales del mundo,preparado por el Dr. L.R. Holdridge"	"Mapa ecologico de Nicaragua"
"e1092fb0-88fd-11da-a88f-000d939bc5d8"	"Uso potencial de la tierra (Nicaragua)"	"Uso potencial de la tierra"
"dbc69920-88fd-11da-a88f-000d939bc5d8"	"Mapa ecologico de Panama"	"Mapa ecologico de Panama (Sheet 1 and 2)"
"dbc69920-88fd-11da-a88f-000d939bc5d8"	"Mapa ecologico de Panama"	"Mapa ecologico de Panama (Sheet 1 and 2)"
"f42c7a70-88fd-11da-a88f-000d939bc5d8"	"Suelos y fertilidad (Panama)"	"Suelos y fertilidad"
"f41a7910-88fd-11da-a88f-000d939bc5d8"	"Unidades ecologicas (Panama)"	"Unidades ecologicas"
"dbc47640-88fd-11da-a88f-000d939bc5d8"	"Uso potencial de la tierra (Panama)"	"Uso potencial de la tierra"
"e82456d0-88fd-11da-a88f-000d939bc5d8"	"Carta hidrogeologica de la Gran Lima (Peru)"	"Carta hidrogeologica de la Gran Lima"
"f48bb170-88fd-11da-a88f-000d939bc5d8"	"Mapa agrologico del Peru (Primera aproximacion)"	"Mapa agrologico del Peru (Primera aproximacion)"
"dfdf7cc0-88fd-11da-a88f-000d939bc5d8"	"Mapa compilado de erosion del Peru"	"Mapa compilado de erosion del Peru"
"dfc7fd20-88fd-11da-a88f-000d939bc5d8"	"Mapa compilado de pendientes del Peru (primera aproximacion)"	"Mapa compilado de pendientes del Peru (primera aproximacion)"
"f4898e90-88fd-11da-a88f-000d939bc5d8"	"Mapa de capacidad de uso de los suelos del Peru (Segunda aproximacion)"	"Mapa de capacidad de uso de los suelos del Peru (Segunda aproximacion)"
"f48dad40-88fd-11da-a88f-000d939bc5d8"	"Mapa de capacidad de uso del Peru (Primera aproximacion)"	"Mapa de capacidad de uso del Peru (Primera aproximacion)-"
"dfcc42e0-88fd-11da-a88f-000d939bc5d8"	"Mapa de suelos del Peru (Segunda Aproximacion)"	"Mapa de suelos del Peru (Segunda Aproximacion)"
"f4751c30-88fd-11da-a88f-000d939bc5d8"	"Mapa de suelos del Valle del Mantaro (Peru)"	"Mapa de suelos del Valle del Mantaro- (4 Sheets); Description of the mapping units"
"f4751c30-88fd-11da-a88f-000d939bc5d8"	"Mapa de suelos del Valle del Mantaro (Peru)"	"Mapa de suelos del Valle del Mantaro- (4 Sheets); Description of the mapping units"
"f4751c30-88fd-11da-a88f-000d939bc5d8"	"Mapa de suelos del Valle del Mantaro (Peru)"	"Mapa de suelos del Valle del Mantaro- (4 Sheets); Description of the mapping units"
"f4751c30-88fd-11da-a88f-000d939bc5d8"	"Mapa de suelos del Valle del Mantaro (Peru)"	"Mapa de suelos del Valle del Mantaro- (4 Sheets); Description of the mapping units"
"f4751c30-88fd-11da-a88f-000d939bc5d8"	"Mapa de suelos del Valle del Mantaro (Peru)"	"Mapa de suelos del Valle del Mantaro- (4 Sheets); Description of the mapping units"
"c2b32dbd-54f4-4dcf-ab69-240b38671542"	"Mapa de uso de la tierra (Peru)"	"Mapa de uso de la tierra"
"f4a44280-88fd-11da-a88f-000d939bc5d8"	"Mapa ecologico del Peru segun la clasificacion de formaciones vegetales del mundo de L.R. Holdridge"	"Mapa ecologico del Peru segun la clasificacion de formaciones vegetales del mundo de L.R. Holdridge; (3 Sheets)"
"f4a44280-88fd-11da-a88f-000d939bc5d8"	"Mapa ecologico del Peru segun la clasificacion de formaciones vegetales del mundo de L.R. Holdridge"	"Mapa ecologico del Peru segun la clasificacion de formaciones vegetales del mundo de L.R. Holdridge; (3 Sheets)"
"f4a44280-88fd-11da-a88f-000d939bc5d8"	"Mapa ecologico del Peru segun la clasificacion de formaciones vegetales del mundo de L.R. Holdridge"	"Mapa ecologico del Peru segun la clasificacion de formaciones vegetales del mundo de L.R. Holdridge; (3 Sheets)"
"dfb140d0-88fd-11da-a88f-000d939bc5d8"	"Mapa geologico del Peru"	"Mapa geologico del Peru (sheet 1 and 2)"
"dfb140d0-88fd-11da-a88f-000d939bc5d8"	"Mapa geologico del Peru"	"Mapa geologico del Peru (sheet 1 and 2)"
"f4714ba0-88fd-11da-a88f-000d939bc5d8"	"Pendientes del centro del Peru"	"Pendientes del centro del Peru"
"61d13bf5-fdbf-4769-8365-4c3101408f9f"	"Zona arida del Peru (Mapa de estudios hidrogeologicos - Peru)"	"Include:
Mapa de estudios hidrogeologicos"
"f10c5d87-adf4-4f67-ae42-623c54642e75"	"Zona arida del Peru (Mapa de los recursos minerales - Peru)"	"Include:"
"6b84f681-f9e3-496c-9723-9220462aad40"	"Zona arida del Peru (Mapa de pendientes - Peru)"	"Include:
Mapa de pendientes de la zona arida"
"fc91a206-020f-4299-879e-9ffff44b5ecb"	"Zona arida del Peru (Mapa fitogeografico - Peru)"	"Include:
Mapa fitogeografico  (Weberbauer, A.)"
"dc12f5cd-73ca-46e3-a6cd-8360c2511b5c"	"Zona arida del Peru (Mapa geologico - Peru)"	"Include:
Mapa geologico"
"dbde8df0-88fd-11da-a88f-000d939bc5d8"	"Land systems, Safia-Pongani area (Papua N Guinea)"	"Land systems, Safia-Pongani area"
"3b03e357-672c-4910-81ef-02859a40c39b"	"Geological map series (Ed. 1) - (Cape San Agustin - Philippines)"	"Include:
Cape San Agustin (NB-52)"
"42fc05b8-1531-4575-b84a-62432886c906"	"Geological map series (Ed. 1) - (City of Dagupan - Philippines)"	"Include:
City of Dagupan (NE-51)"
"8d078ab8-03de-465a-bcc4-d636d5e44028"	"Geological map series (Ed. 1) - (City of Manila - Philippines)"	"Include:
City of Manila  (ND-51)"
"2bdbb746-0bdb-4690-82f9-9209150fb18a"	"Geological map series (Ed. 1) - (Davao City - Philippines)"	"Include:
Davao City  (NB-51)"
"abe96217-0d65-4558-b429-e6deef07a51f"	"Geological map series (Ed. 1) - (Lianga Bay - Philippines)"	"Include:
Lianga Bay  (NC-52)"
"8d3d508d-3742-433a-b402-0e581e5abb52"	"Geological map series (Ed. 1) - (Negros - Philippines)"	"Include:
Negros (NC-51)"
"711cf15c-3866-45aa-baac-06b98368d3bc"	"Geological map series (Ed. 1) - (North Borneo - Philippines)"	"Include:
BRUNEI:  North Borneo (NB50)"
"e01a507c-0892-4b61-9382-dd4ef24f5a42"	"Geological map series (Ed. 1) - (Palawan - Philippines)"	"Include:
Palawan (Batan) (NC-NF 50/51)"
"de7f9ea0-88fd-11da-a88f-000d939bc5d8"	"Land use in North Central Ifugao (Amganad - Philippines)"	"Land use in North Central Ifugao, Amganad"
"13de07f3-9679-46d5-9e17-42ffdc522e83"	"Land use in North Central Ifugao (Bannawol - Philippines)"	"Land use in North Central Ifugao, Bannawol"
"57f7c804-6e06-4525-9b99-cf269f70e0cd"	"Land use in North Central Ifugao (Gohang - Philippines)"	"Land use in North Central Ifugao, Gohang"
"9108fbcd-afce-4337-ba67-556c815041da"	"Land use in North Central Ifugao (Hengyon - Philippines)"	"Land use in North Central Ifugao, Hengyon"
"e743b07c-b327-44a2-8bc5-adce9172d3b8"	"Land use in North Central Ifugao (Kinnakin - Philippines)"	"Land use in North Central Ifugao, Kinnakin"
"07b4c1fd-511b-4841-a2cb-74f924d0be00"	"Land use in North Central Ifugao (Linge - Philippines)"	"Land use in North Central Ifugao, Linge"
"988a176e-bb4c-48c6-b2b8-69f9b856782b"	"Land use in North Central Ifugao (Ogwag - Philippines)"	"Land use in North Central Ifugao, Ogwag"
"8531c5df-003b-45d3-b194-8c4fcde6d557"	"Land use in North Central Ifugao (Pula - Philippines)"	"Land use in North Central Ifugao, Pula"
"4b547f7f-805f-455f-a5da-ad637508af76"	"Land Use Map of the Philippines (1.000.000 scale)"	"Land Use Map of  the Philippines (1 000 000)"
"f3622590-88fd-11da-a88f-000d939bc5d8"	"Mapa del suelo de la region de la Carlota Negros Occidental, Islas filipinas"	"Mapa del suelo de la region de la Carlota Negros Occidental, Islas filipinas-"
"5ad81294-a3ff-4fd4-88e0-85078b6becfa"	"Soil Erosion Map of the Philippines"	"Include:
Soil Erosion Map of the Philippines (1 000 000)"
"1239b4af-1e6d-4353-ac82-e2b3b990132e"	"Soil map, Buagan Province (Philippines)"	"Soil map, Buagan Province"
"c499405c-817c-431d-aea8-8a4ef76a2841"	"Soil map, Davao Province (Philippines)"	"Soil map, Davao Province"
"4729f55f-7f4f-4714-bb4a-b04cb5ee3a2f"	"Soil Map Lanao del Sur and Lanao del Norte (Philippines)"	"Soil Map Lanao del Sur and Lanao del Norte (Philippines) (250 000)"
"dba359b0-88fd-11da-a88f-000d939bc5d8"	"Soil map Misamis oriental Province (Philippines)"	"Soil map Misamis oriental Province"
"de649c90-88fd-11da-a88f-000d939bc5d8"	"Soil map, Negros oriental Province (Philippines)"	"Soil map, Negros oriental Province"
"28c42cbd-2aa5-45ff-b260-5a663d960710"	"Soil Map Nueva Ecija Province (Philippines)"	"Soil Map Nueva Ecija Province (Philippines) (250 000)"
"de669860-88fd-11da-a88f-000d939bc5d8"	"Soil map of Iloilo Province (Philippines)"	"Soil map of Iloilo Province"
"8447b298-bac1-4cee-8075-b8e3303e9745"	"Soil Map of Pangasinan Province (Philippines)"	"Soil Map of Pangasinan Province (Philippines) (150 000)"
"e54084db-594f-48fe-8bd4-19172b3ad17a"	"Soil Map of the Philippines (1.000.000 scale)"	"Include:
Soil Map of the Philippines (1.000.000)"
"ed5ab860-88fd-11da-a88f-000d939bc5d8"	"Soil map of the Philippines (1.600.000 scale)"	"Soil map of the Philippines"
"77626424-6462-41fe-ad03-468b39d3f379"	"Soil Map Quezon Province (Philippines)"	"Soil Map Quezon Province (Philippines) (250 000)"
"f17d7c0d-a01c-41d2-bd77-a4cfcff510f1"	"Soil Survey Map of Rizal Province (Philippines)"	"Soil Survey Map of  Rizal Province (Philippines) (100 000)"
"fe06154a-95bc-4c6f-8ee9-021e7162f8b6"	"Soil Survey Map of Tarlac Province (Philippines)"	"Soil Survey Map of  Tarlac Province (Philippines) (100 000)"
"e0d12fc0-88fd-11da-a88f-000d939bc5d8"	"Geological map of Pakistan"	"Geological map of Pakistan"
"dc8cd82d-29b5-46fd-b474-575833f44ca4"	"Landforms and Soils, Indus Plain, (Badin - West Pakistan)"	"Include:
Badin  (Map No 2)"
